gene,ensembl_id,span_kb,whole_cell_CPM,nuclear_CPM,ratio
Nop10,ENSMUSG00000027133,1.493,642.5421612312257,91.09917661459568,0.14177929809311401
Fbll1,ENSMUSG00000051062,1.502,14.194287370212162,8.492317542889209,0.5982912224752481
Cebpb,ENSMUSG00000056501,1.503,49.81666275588137,14.28425646648348,0.28673651899327757
H2bc27,ENSMUSG00000056895,1.513,72.8085538991865,26.92424245792702,0.3697950448955125
Nrn1l,ENSMUSG00000044287,1.515,22.564326156484526,6.368951327008388,0.2822575459528217
Ier2,ENSMUSG00000053560,1.523,58.39524487233606,5.278738622944476,0.09039672039195791
Oxld1,ENSMUSG00000039670,1.531,16.168652647613527,12.355743365238126,0.7641789105452654
Arxes2,ENSMUSG00000048040,1.531,55.58503928344635,20.365563587176077,0.36638570107552476
Pigyl,ENSMUSG00000010607,1.531,98.74159229466585,16.03732968497254,0.16241716699396286
Krtcap3,ENSMUSG00000029149,1.542,1.6344324521423728,1.2400430708536916,0.7586994918194842
mt-Co1,ENSMUSG00000064351,1.544,2213.5249556507406,215.3661478020556,0.09729555894649555
H1f2,ENSMUSG00000036181,1.559,115.67087319513149,25.533457492473303,0.22074232507434716
6330403K07Rik,ENSMUSG00000018451,1.572,438.0175562974438,105.0626394378604,0.23985942555808357
Gm10643,ENSMUSG00000074215,1.576,1.9480312801899302,1.388207095660406,0.7126205363217052
Arxes1,ENSMUSG00000048355,1.579,20.599789906315436,8.783560213456363,0.42639076677007853
Zfp830,ENSMUSG00000046010,1.59,5.846870400176939,10.51758324178481,1.7988398103482035
Uqcc3,ENSMUSG00000071654,1.591,133.1496566057124,22.02792813677696,0.1654373634774505
Wdr83os,ENSMUSG00000059355,1.599,207.58543707282467,60.508950411244406,0.2914893802979868
Inafm1,ENSMUSG00000091811,1.604,75.51979516606882,28.08851653291107,0.3719358145919772
Sfn,ENSMUSG00000047281,1.612,3.032413527952349,4.24514955066158,1.3999243544887285
Rraga,ENSMUSG00000070934,1.617,90.35798745495218,48.90172084403008,0.541199756893766
Ctxn1,ENSMUSG00000048644,1.623,274.2475496263005,37.38997234797182,0.1363365776610246
Utp3,ENSMUSG00000070697,1.628,22.009931142463778,25.413244946972146,1.1546262813127277
Kti12,ENSMUSG00000073775,1.628,8.587535609823727,2.2831363673513896,0.26586630566510744
H4c14,ENSMUSG00000091405,1.629,1.3504264026308583,2.6606816947228014,1.9702530175204993
Hspb1,ENSMUSG00000004951,1.657,223.80976128480512,184.65815161387903,0.8250674615522939
Rep15,ENSMUSG00000040121,1.661,2.6744913680383227,1.6116868594177294,0.6026143433021675
Jund,ENSMUSG00000071076,1.666,611.4162757435231,164.80174430231608,0.2695409835171727
Fau,ENSMUSG00000038274,1.68,2225.7886144456443,344.1856554831234,0.15463537428905683
Eid1,ENSMUSG00000091337,1.69,230.44333295949895,119.78286480345805,0.5197931450874747
Fancf,ENSMUSG00000092118,1.69,5.028770799125078,1.2307238758503034,0.24473652210683947
Nog,ENSMUSG00000048616,1.694,31.548287000338963,8.608686684506964,0.27287334758982223
Fcor,ENSMUSG00000089665,1.698,10.412090836093832,5.924012021732718,0.5689550845250936
Rps15,ENSMUSG00000063457,1.706,557.6487343404543,167.9205963654792,0.30112252754250984
Selenoh,ENSMUSG00000076437,1.709,118.73371635212611,18.901871335292068,0.15919548310300657
Tmem158,ENSMUSG00000054871,1.711,155.30334984546056,77.37973855263915,0.4982489986831467
Arf6,ENSMUSG00000044147,1.731,60.0813013846103,14.584744145621407,0.24275013705607348
Mmp24os1,ENSMUSG00000074649,1.732,92.92021941543774,18.011842338433578,0.19384201255384784
Rnasek,ENSMUSG00000093989,1.747,9.119877085965992,4.594183851250106,0.5037550186196925
Rasd1,ENSMUSG00000049892,1.77,8.23028706589175,3.625919370166499,0.4405580681618219
Smim26,ENSMUSG00000074754,1.771,96.41405368740385,19.793309177663772,0.20529485506167133
Romo1,ENSMUSG00000067847,1.773,533.7033240690502,167.70464037331914,0.3142282103373627
Map1lc3a,ENSMUSG00000027602,1.781,1821.91802823667,454.7866456710669,0.24961970770508748
Ifitm3,ENSMUSG00000025492,1.783,41.87457644969346,15.04933497872941,0.35939073907551317
Gadd45g,ENSMUSG00000021453,1.794,152.48951901548637,13.757293451573064,0.09021796081720158
Ndufaf8,ENSMUSG00000078572,1.795,139.66069256188914,23.829900165410326,0.17062710866087366
Nppb,ENSMUSG00000029019,1.803,2.3898445000601205,1.836724262459261,0.7685538797244152
Tcim,ENSMUSG00000056313,1.804,2.7161891249981167,2.17491361799356,0.8007224526366764
Phpt1,ENSMUSG00000036504,1.805,39.453022969641566,4.523887639916555,0.11466517137096464
Thap11,ENSMUSG00000036442,1.818,16.834993003047167,7.0775732266233495,0.4204084447996085
mt-Nd5,ENSMUSG00000064367,1.823,539.5072472477464,213.96556456227682,0.396594421398054
Isca2,ENSMUSG00000021241,1.837,121.40094383974689,33.0048692260597,0.271866660852548
Atp5me,ENSMUSG00000050856,1.839,674.8579165660443,425.2157295393585,0.630081857382709
Nap1l5,ENSMUSG00000055430,1.843,456.84522406366045,167.4741121817905,0.3665882959049022
Trappc1,ENSMUSG00000049299,1.843,116.75389165354147,43.63075317015912,0.37369849134990846
Tmem217rt,ENSMUSG00000105867,1.849,22.570668504550486,6.714317269695094,0.2974797697437015
Npm3,ENSMUSG00000056209,1.857,7.775288207014893,4.517676862145884,0.5810301485763602
Borcs6,ENSMUSG00000045176,1.861,80.94043087682896,25.931909459144148,0.3203826465738243
Ackr1,ENSMUSG00000037872,1.864,132.6827770088343,70.2221788280236,0.529248636568317
Mt3,ENSMUSG00000031760,1.868,2107.281843117114,470.2377706688493,0.22314896899280853
Ccl2,ENSMUSG00000035385,1.882,8.888805092765722,1.3235731487411067,0.14890338295507402
Brd3os,ENSMUSG00000109946,1.897,14.947154234736038,5.561228758635509,0.37205936804422884
Inka1,ENSMUSG00000042106,1.899,3.3026102192017177,1.3973541661257283,0.42310598992317244
Aurkaip1,ENSMUSG00000065990,1.907,212.07193272055517,54.919935020410676,0.2589684279096851
Ndufaf3,ENSMUSG00000070283,1.913,74.58803530462045,25.855335829998435,0.3466418672164273
Nicol1,ENSMUSG00000070858,1.922,702.1893623097089,128.59238732363403,0.1831306400037955
H1f4,ENSMUSG00000051627,1.929,4.44532548739451,5.245612147271256,1.1800288105215462
Cox7a1,ENSMUSG00000074218,1.934,55.700809560399364,16.590070413461348,0.2978425366595767
Ftl1,ENSMUSG00000050708,1.941,2361.21434559446,331.16310253392777,0.1402511818343853
B3galt4,ENSMUSG00000067370,1.942,2.741359708124323,2.5149215489138883,0.9173993261302558
Gpsm3,ENSMUSG00000034786,1.954,24.00449951662242,3.9538599184207697,0.1647132828444449
Prr22,ENSMUSG00000090273,1.958,1.6350330916234173,2.375726294018111,1.4530141965868486
Rom1,ENSMUSG00000071648,1.965,19.951457288820276,6.737284487250816,0.3376838287910943
Tssc4,ENSMUSG00000045752,1.965,25.540434513880975,22.062112385310538,0.8638111608210893
Mocs3,ENSMUSG00000074576,1.972,6.077853229255646,2.0760577406075265,0.3415774718965665
1810037I17Rik,ENSMUSG00000054091,1.981,332.63262323704555,53.810442121789286,0.16177139090606305
Rpl22l1,ENSMUSG00000039221,1.988,753.1984053832952,78.17208332896959,0.10378684124960222
Fam181b,ENSMUSG00000051515,2.001,8.947213312598969,8.079114539243816,0.90297551393653
Spsb2,ENSMUSG00000038451,2.025,12.114283200813214,9.466085231610192,0.7813987071867982
Spin2c,ENSMUSG00000046550,2.027,1.668015391479249,2.3635346002495248,1.4169740952770629
1810009A15Rik,ENSMUSG00000071653,2.028,2.2784421494501794,2.052008868176926,0.9006192536738776
Ppdpf,ENSMUSG00000016344,2.038,231.99526347181438,45.04071352440687,0.19414497024797647
Hsd17b8,ENSMUSG00000073422,2.043,9.627386711702371,5.508286353827898,0.5721476158356051
Rrs1,ENSMUSG00000061024,2.047,21.122970257031543,5.534599786991658,0.2620180646776826
Tnfrsf12a,ENSMUSG00000023905,2.052,10.479739794408085,1.130547126738943,0.10787931274230636
Naxe,ENSMUSG00000028070,2.054,67.95417408739921,25.944586010501027,0.3817953254369984
H1f0,ENSMUSG00000096210,2.054,61.220955736035584,25.904009721791365,0.4231232493899776
Sox2,ENSMUSG00000074637,2.056,13.068486365567898,5.486426258689515,0.41982109520692756
Sapcd1,ENSMUSG00000036185,2.059,1.9178032151427093,28.679731894991072,14.954470650867549
Hoxa4,ENSMUSG00000000942,2.082,3.5566187575761457,2.95230722973674,0.8300881907704813
Chst14,ENSMUSG00000074916,2.089,5.0421722556337025,2.7264920590347,0.5407375870565202
Rps12,ENSMUSG00000061983,2.092,494.752062416322,128.90899773993263,0.26055272434914845
Mettl26,ENSMUSG00000025731,2.095,51.57169559800352,31.57089704102264,0.6121748892476755
Dcxr,ENSMUSG00000039450,2.1,4.61042646032563,3.469828623434398,0.7526047000843664
2310034G01Rik,ENSMUSG00000099655,2.101,4.776983080948762,1.0040143864428106,0.2101775052222714
Dolk,ENSMUSG00000075419,2.103,9.34212636469748,8.25690726932906,0.8838359648538578
Cdk2ap2,ENSMUSG00000024856,2.107,80.44344276910303,14.572514091474034,0.1811522927145417
Rps11,ENSMUSG00000003429,2.121,1466.7005996088426,171.97385366193427,0.11725218746607068
Fndc10,ENSMUSG00000074738,2.139,33.03101565876838,9.629840506043461,0.2915393400410663
Bex1,ENSMUSG00000050071,2.141,272.36536533438465,43.14170632228972,0.15839644761485874
Omp,ENSMUSG00000074006,2.143,4.516275576259525,4.223593171551031,0.935193856139554
Gpr150,ENSMUSG00000045509,2.145,14.148429124771049,4.002563786157106,0.2828981048609434
H2ac25,ENSMUSG00000078851,2.145,35.18253877966926,10.7555465349193,0.30570694747971255
Btf3l4b,ENSMUSG00000114133,2.16,5.449664218632759,2.742422843378568,0.5032278564983956
Frat2,ENSMUSG00000047604,2.16,48.715247475419694,8.69246149753214,0.1784341032428934
Hoxd1,ENSMUSG00000042448,2.162,5.4646469877625785,7.275454103268069,1.3313676289722969
C2cd4d,ENSMUSG00000091648,2.166,2.436189013598627,1.1327843643448432,0.46498213316853687
Sephs2,ENSMUSG00000049091,2.176,16.72459014940131,7.044093116710692,0.42118180797170984
Zfp580,ENSMUSG00000055633,2.185,78.86120404967761,22.003001883695738,0.279009205462235
Fgfbp3,ENSMUSG00000047632,2.197,2.5970451907424974,4.887307322780361,1.8818722678380024
Dusp23,ENSMUSG00000026544,2.198,6.251711184001315,4.525620489692709,0.723901081878858
Fam174c,ENSMUSG00000035595,2.202,18.174504840624284,8.853651823662938,0.48714679719212756
Ddt,ENSMUSG00000001666,2.208,117.14707344453507,30.231356588344493,0.258063267817424
Grcc10,ENSMUSG00000072772,2.219,165.19663302673837,41.14275416750771,0.24905322471583566
Tmsb4x,ENSMUSG00000049775,2.222,7242.773401356364,1310.518592439886,0.18094154266851198
Enho,ENSMUSG00000028445,2.232,181.82264791889128,35.91573858225488,0.19753171012159293
Gng13,ENSMUSG00000025739,2.235,9.948674469085544,2.7192473787464317,0.2733276063254664
Ndufa2,ENSMUSG00000014294,2.235,817.2443343269981,175.37131733422646,0.2145885997223156
Rps26,ENSMUSG00000025362,2.241,797.0050003716527,169.00989975565994,0.21205626022026042
Rpl8,ENSMUSG00000003970,2.243,840.8294865930333,159.74297910939603,0.18998260843189557
Sdf2l1,ENSMUSG00000022769,2.25,16.64148396632492,3.9635830423359293,0.23817485570135974
Cxcl10,ENSMUSG00000034855,2.251,18.0068588573868,1.4456028492277038,0.0802806786390002
Eif1,ENSMUSG00000035530,2.252,1407.4171888085482,352.1679456293263,0.25022285391260196
Id3,ENSMUSG00000007872,2.258,90.0295831626419,34.20023115445926,0.3798777018957783
Ddx28,ENSMUSG00000045538,2.261,4.686796169409211,5.457743753938994,1.1644935168211004
Pfdn6,ENSMUSG00000024309,2.264,68.58213643169752,40.165122512170335,0.5856499170475926
Timm13,ENSMUSG00000020219,2.273,467.54900689268106,84.83368645389328,0.18144341064415007
AI837181,ENSMUSG00000047423,2.289,46.90951816959575,23.836216090546763,0.5081317613276217
Arl4d,ENSMUSG00000034936,2.291,17.436651405935578,3.450546822132496,0.1978904516585049
Nhlrc1,ENSMUSG00000044231,2.293,11.884154386890696,5.034638621665731,0.4236429835697351
Misp3,ENSMUSG00000074217,2.298,6.16954961305199,1.6486701500804293,0.2672269863253203
Tmem141,ENSMUSG00000026939,2.303,56.19599530337678,12.188671351447368,0.21689572870177384
Zfp593,ENSMUSG00000028840,2.31,22.72645671677051,8.302775205527302,0.3653352262079836
Magee2,ENSMUSG00000031224,2.315,2.827585557400046,2.572424939106361,0.9097602484119687
Smim27,ENSMUSG00000028407,2.315,16.010765192356818,6.5160200885912705,0.40697743114125945
Foxd3,ENSMUSG00000067261,2.323,6.091170488738436,2.846753447397755,0.46735737452447434
Rpl10,ENSMUSG00000008682,2.323,996.501667557051,157.15782000255632,0.1577095404043153
1110065P20Rik,ENSMUSG00000078570,2.339,146.73936465945204,26.633986008376873,0.18150539270895827
Rnf227,ENSMUSG00000043419,2.34,40.45002843523098,10.178135206763972,0.2516224487471328
Riox1,ENSMUSG00000046791,2.343,3.499538730905543,1.9456180636045948,0.555964146480855
Triap1,ENSMUSG00000029535,2.344,53.628768292165,19.38160140282732,0.36140306816740586
Rhob,ENSMUSG00000054364,2.348,128.27496095356614,32.47729879536803,0.2531850218775306
Pard6a,ENSMUSG00000005699,2.348,30.881545763343095,13.363727883366202,0.4327415468700135
Rpl36,ENSMUSG00000057863,2.35,901.7531957585145,172.58705736160826,0.19139056914174365
2310011J03Rik,ENSMUSG00000020133,2.353,59.23198519035677,21.690965691378118,0.36620359121290275
Slc50a1,ENSMUSG00000027953,2.355,60.327566905701204,24.934877248005733,0.4133247622431344
Pnma1,ENSMUSG00000054383,2.358,3.2995795330419,1.7431550652239902,0.5282961200868421
Phlda1,ENSMUSG00000020205,2.359,52.11230031709024,7.043781238352234,0.13516542535049494
Ciao2b,ENSMUSG00000031879,2.361,170.87796740351996,27.89862147594711,0.16326634673776216
Gadd45a,ENSMUSG00000036390,2.371,40.88261844680015,6.497775478583783,0.15893736080136908
Atf4,ENSMUSG00000042406,2.373,149.44338866715367,68.89477855101016,0.4610092100123304
Eif3j2,ENSMUSG00000043424,2.378,2.6079612614567695,1.694827713326521,0.6498669049937554
Arl6ip4,ENSMUSG00000029404,2.393,87.11393852881778,24.077322758547172,0.27638886686982084
Tmem42,ENSMUSG00000066233,2.404,21.076643861077475,13.020286136990292,0.617758985861835
Fam237b,ENSMUSG00000073234,2.404,2.4349253960694166,1.714476303592328,0.7041186174984766
Mrps34,ENSMUSG00000038880,2.404,70.03613001437213,34.32729892071612,0.49013700376750974
Mustn1,ENSMUSG00000042485,2.41,19.290209741440616,4.309639023494787,0.2234106876627946
Ndufb10,ENSMUSG00000040048,2.421,417.70622696720835,139.457004182526,0.3338638382172692
Rpp21,ENSMUSG00000024446,2.424,76.49442482813113,35.79986746901672,0.4680062311658976
Tmem147,ENSMUSG00000006315,2.438,153.95906355734093,46.66341562461679,0.3030897600077786
Nr2c2ap,ENSMUSG00000071078,2.443,75.52576116685995,21.266403795733318,0.2815781458825579
Leng9,ENSMUSG00000043432,2.459,3.1436808025115677,49.92261900101876,15.880307873857388
Aprt,ENSMUSG00000006589,2.464,100.65339770251303,33.19204393937472,0.3297657575104989
Nap1l2,ENSMUSG00000082229,2.464,41.41772479577843,20.84319324698425,0.5032433179214307
Apex1,ENSMUSG00000035960,2.465,23.5083172017086,11.011986251538605,0.4684293714880726
Rex1bd,ENSMUSG00000058833,2.481,353.25451885899776,84.32409575216934,0.23870634698328508
Ctla2a,ENSMUSG00000044258,2.482,3.7398510331045345,1.0330529474805603,0.27622836801149264
Cox8a,ENSMUSG00000035885,2.482,3620.890255145412,524.5871831614045,0.1448779571311082
Psenen,ENSMUSG00000036835,2.482,145.09145410696397,43.267479353645975,0.29820832398404684
Sdhaf1,ENSMUSG00000074211,2.489,39.55545040642852,17.103599464148434,0.4323955178972952
Mab21l1,ENSMUSG00000056947,2.491,71.46190504392408,12.08213578922708,0.16907100058136978
Cstb,ENSMUSG00000005054,2.492,104.82693959126746,26.525417796157633,0.25304008587471266
Rtl8c,ENSMUSG00000051851,2.499,52.04594691707173,2.5195665182360725,0.048410427083797045
Psmb6,ENSMUSG00000018286,2.501,244.6822621697942,114.46930447853153,0.4678283724510319
F8a,ENSMUSG00000078317,2.504,38.951668252527156,7.884249383576948,0.2024110837169451
Rac3,ENSMUSG00000018012,2.517,136.20838646009258,36.151700706064844,0.26541464623147015
B3gnt9,ENSMUSG00000069920,2.519,2.130288353076512,3.858749467397189,1.8113742497932142
Saa2,ENSMUSG00000057465,2.523,1.0066103099518617,1.027031326666715,1.0202869139258368
Chmp1b,ENSMUSG00000109901,2.523,35.0973649763092,12.212875077351882,0.3479712817641894
Rpl36a,ENSMUSG00000079435,2.529,523.4209510443178,115.58024134822153,0.22081699465338256
Dok1,ENSMUSG00000068335,2.542,6.3311603691458,3.0206779830391075,0.4771128524496146
Amigo3,ENSMUSG00000032593,2.542,19.433250960949053,16.893294590473005,0.8692984320750003
BC030500,ENSMUSG00000049946,2.543,1.0038108614159675,1.180005528304848,1.1755257625329354
Tubb4b,ENSMUSG00000036752,2.544,268.496393625313,301.3636016338149,1.122412102318097
Tceal6,ENSMUSG00000031409,2.545,15.699580015246607,5.818310185287851,0.37060291929066985
Tmem179b,ENSMUSG00000118346,2.546,21.50515561774792,8.298975290992924,0.3859063118866199
Mkrn3,ENSMUSG00000070527,2.546,1.583676060387501,2.898931659418919,1.8305079756712337
Smpd5,ENSMUSG00000071724,2.548,5.282241420182245,3.1070850230268445,0.588213369263165
Endog,ENSMUSG00000015337,2.577,25.220617404954158,12.192712925319096,0.48344228571200826
1110032F04Rik,ENSMUSG00000046999,2.577,27.97098391236449,19.519781306615645,0.6978582293627141
Nrarp,ENSMUSG00000078202,2.581,10.89168729463478,3.35173989308703,0.3077337608414529
B630019K06Rik,ENSMUSG00000052364,2.582,110.52686623952819,13.804784004851982,0.12489980467676481
Ccdc166,ENSMUSG00000098176,2.583,6.105333005221808,2.0579413813270895,0.33707274927787895
Klhdc9,ENSMUSG00000045259,2.584,1.647319513542846,1.8420351510993718,1.1182015000464336
Hint2,ENSMUSG00000028470,2.585,80.04359314955273,23.904291731878942,0.2986409129237412
Rpl7a,ENSMUSG00000062647,2.591,429.14638905143414,65.97752564061592,0.15374130442166756
Hsd17b10,ENSMUSG00000025260,2.597,52.55802108237008,14.998235213541694,0.28536529543294886
Rps16,ENSMUSG00000037563,2.598,744.8266528782798,117.77350832718535,0.1581220380232983
C1ql2,ENSMUSG00000036907,2.603,30.50622078921309,5.2753795674448725,0.1729279940604846
Rps17,ENSMUSG00000061787,2.608,377.4840339638436,72.93799515072281,0.19322140431960363
Oaz1,ENSMUSG00000035242,2.608,1465.786342898239,293.7542665980954,0.20040728856653636
Tmub1,ENSMUSG00000028958,2.609,29.179845075724455,10.684256683714379,0.36615193315755185
Mgat2,ENSMUSG00000043998,2.613,39.09924558528375,11.4748209758537,0.2934793447823611
Frat1,ENSMUSG00000067199,2.613,10.245615769763843,5.6447918678128834,0.5509470582013631
Mrps12,ENSMUSG00000045948,2.614,160.53827602225786,55.44739905849762,0.3453842935924521
H2az1,ENSMUSG00000037894,2.618,528.8946803584789,89.45427316705904,0.1691343787130321
H2bc21,ENSMUSG00000068854,2.619,3.256203618353356,1.6321050711958327,0.5012294261933101
